address,price,description,bedrooms,bathrooms,latitude,longitude,postcode,property_id
"Sloane Street, Knightsbridge, London",11917,A spacious two double bedroom apartment situated on the third floor (with lift) of this well-regarded mansion building overlooking the beautiful gardens of Cadogan Place,2,2,51.4983854,-0.1592894,SW1X 9LA,c2d31792a3bc4b97400793a1d12fc870
"Caldervale Road, Abbeville Village, Clapham, London,9LY",2800,**VIDEO TOUR AVAILABLE** ANDRE JOSEPH ESTATES proudly presents to the rental market this two double bedroom flat set within moments from Clapham Common & Abbeville Village. This property offe...,2,1,51.4567349,-0.1369229,SW4,165c6697402ff0c25dff1eed4292cc91
"Lismore Boulevard, Colindale",1750,Brand New Fully Furnished One Double Bedroom Apartment with ZERO DEPOSIT OPTION with short walk from Colindale Station,1,1,51.5931347,-0.2440044,NW9 4EN,61490733ecf765692d4f8831ee00abd0
"Catalina House,, Goodman's Fields, Aldgate, London",4250,"Presenting a remarkable two-bedroom, two-bathroom apartment situated in Catalina House, an esteemed part of the award-winning Goodman's Fields development. This residence boasts an inviting living and dining area, a well-appointed kitchen with integrated Siemens appliances, elegant wood flooring,...",2,2,51.5138463,-0.06909259999999999,E1,150a4c469d443fdd7c96a61452f5ffce
"Ingelow Road, Diamond Conservation Area, London",2565,ZERO DEPOSIT AVAILABLE. LONG LET. A stunning 2 bedroom flat situated on the ground floor of a house conversion boasting bright and modern accommodation throughout and a private garden.,2,1,51.4703229,-0.1503543,SW8,359486e30ec77948e05c214b316f819f
"Bank Chambers, 25 Jermyn Street, London",3250,"A contemporary one-bedroom apartment with stunning interiors, situated in a portered block the heart of St. James's moments from Piccadilly Circus and Green Park underground stations.",1,1,51.50899279999999,-0.1355034,SW1Y,694c9cbbdda621ec42e5289a8d22ea36
"Finchley Road, London",4749,"We are delighted to offer this fantastic three bedroom three bathroom Penthouse apartment set within this brand new development. Benefits include a fully fitted modern kitchen, generous size reception room, three spacious bedrooms (one with en-suite), luxury family bathroom, wooden floors and con...",3,3,51.5530701,-0.1888541,NW3,82b654dda82f83b3749d7cb2d6cebb59
"Church Road, Richmond",1895,"A beautifully presented and spacious one bedroom apartment, in the sought-after location in Richmond. With a large reception room, ample space for living and dining. The property further benefits from a communal garden and underground bike storage.",1,1,51.4316037,-0.2999629,TW10 5HF,e0e86f522aae4c951ef3a910393047fa
Lordship Lane London,1800,Available 8th May| Unfurnished | First Floor | Victorian | Luxury Bathroom | One Bedroom | Energy Efficiency Rating C.,1,1,51.4491363,-0.0742556,SE22,f9c07253cd3b8b87a657ff747825d83a
Kings Parade,2250,"**VIDEO VIEWING AVAILABLE** Newly refurbished to a high standard is this stunning two double bedroom flat, conveniently located giving you easy access to Chiswick, Hammersmith, Askew Village and Westfield and within walking distance to Stamford Brook and Goldhawk Road tube station.",2,1,51.5095281,-0.229236,W12,6dfbbced5a2ac7397c88d9cebdacca24
"City Road, Angel, London",3300,LONG LET. Situated within an impressive development with fabulous amenities this superb 1 bedroom apartment features modern interiors throughout and a private balcony.,1,1,51.5294637,-0.0964292,EC1V,e716a1f8e77e66d7e8b895dafd199678
"Three Colt Street, London",3500,Three double bedroom apartment within this boutique development situated in a prestigious riverside location. The development is well located for Canary Wharf. The property has great natural light throughout and the terrace offers views over the Thames.,3,1,51.5098879,-0.030248,E14,13cbe7b445221619c7ba5e7235f06a27
"Brooke Road, London",4996,"A stunning, three bedroom period conversion positioned on the ground floor of this handsome Victorian building in Stoke Newington, N16. Standing at 92.32 sqmt, the property has been tastefully decorated throughout. Accommodation comprises of a wonderfully bright, open plan living room kitchen wit...",3,1,51.5607174,-0.0675254,N16,8a7b2266158543636011aa6cfcd40831
"Castellain Road, London",4000,"A lovely three-bedroom, modern lateral apartment with high ceilings and bright interiors, located on the second floor of a mansion block with views over Paddington Sports Club.",3,1,51.5258355,-0.1871545,W9,d8d21a3552a9a2a0110ff532fddebda7
"Carnation Way, Thames City",4333,"A large 1 bedroom to rent in Thames City, SW8 An amazing collection of premium residences offering a level of modern luxury which has not yet been seen in Nine Elms, all within a Zone 1 location. This contemporary 1 bedroom, 2 bathroom apartment has been thoughtfu...",1,1,51.4822329,-0.1281904,SW8,63695537c2f31ea8167b53dc0d081a0a
"Mulkern Road, Archway, London",2400,"LONG LET. Boasting an ideal location amid excellent amenities and schools, this 3 bedroom flat offers modern accommodation and ample natural light throughout. It further presents a private patio with great renovation potential.",3,2,51.5683928,-0.1271477,N19,6e876b13108f88187e0d18cccc3345aa
"Three Colts Lane, London",2695,"This high rated BTR development is a pet-friendly 1-bedroom apartment in Islington. Benefit from access to roof terraces, an on-site gym, a work-from-home space and 24/7 resident services team. Located moments from Bethnal Green stations, Dressage Court has fast connections to the rest of London.",1,1,51.5244683,-0.0574809,E2,f770bb9fceafae852007f91ec534e9d6
"Riverlight Quay, London",4000,2Bed 2Bath | Furnished | Available 1st of April | Riverlight Quay | Luxury Flat | Riverside Living | Nine Elms | High-end Amenities | Landscaped Gardens | Gym | Pool & Spa | Open-plan Living | Prime Location | Nine Elms & Vauxhall Station,2,2,51.481388,-0.1380905,SW11,d94cf354fbe7d0088e5207866ec32279
"Westmark Tower, London",5750,2Beds 2Baths | West End Gate | Available NOW | Modern Elegance | Premium Amenities | Natural Light | 24Hr Concierge | Cutting-Edge Gym | Cinema Room | Residents’ Lounge | Private Dining Room | Pool & Spa Facilities | Edgware Road Underground,2,2,51.52078700000001,-0.17208,W2,5d4c6eab9e1d5a8081f14c46047701ca
"Battersea Power Station, London",4950,2Beds 2Baths | Available First of May | Battersea Power Station | Prime Location | Floor-to-Ceiling Windows | Rooftop Bar | Panoramic Views | Swimming Pool & Spa facilities | 24/7 Concierge Service | Residents' Gym | Cinema Room,2,2,51.48202029999999,-0.1444907,SW11,19d0fe70abebb93614c5256e9d5b400a
"Harvard Road, London",2000,"Located within a short walk of Gunnersbury Station is this spacious two double bedroom conversion flat set in an impressive period building. This property is located on the first floor and comprises a spacious reception room, fully fitted eat-in kitchen, two double bedrooms and a family bathroom.",2,1,51.4887741,-0.2741707,W4,893e7a4d61b5f3dfdff464ff4f8dd846
"Penywern Road, Earls Court, London",4312,"SHORT LET. Presented in fantastic condition, this studio flat is set on the third floor of an imposing period conversion offering well presented accommodation in an excellent location.",0,1,51.4908138,-0.1937261,SW5,235a411420b30dcb218ea76c56bb07d0
"Penywern Road, Earls Court, London",1820,"LONG LET. Situated within an imposing period conversion in a highly sought-after area, this delightful studio flat is presented in excellent condition throughout.",0,1,51.4908138,-0.1937261,SW5,6eb8068598b07284a1a95f9c1e9f876b
"Penywern Road, Earls Court, London",4312,"SHORT LET. Situated within an imposing period conversion in a highly sought-after area, this delightful studio flat is presented in excellent condition throughout.",0,1,51.4908138,-0.1937261,SW5,235a411420b30dcb218ea76c56bb07d0
"Penywern Road, Earls Court, London",1712,"LONG LET. Presented in fantastic condition, this studio flat is set on the third floor of an imposing period conversion offering well presented accommodation in an excellent location.",0,1,51.4908138,-0.1937261,SW5,5c02f4e53bc3b6b9329148528c8bae8a
"Morley Avenue, Wood Green, London",2200,A beautiful two/three bedroom house forming part of the highly sought after Noel Park Conservation area in Wood Green N22.,3,1,51.5973471,-0.1022587,N22,c6a8f7a6fbcfff08419edcc5da27bb65
"Darcy Close, Whetstone, London",3000,"ZERO DEPOSIT AVAILABLE. LONG LET. This fabulous 4 bedroom contemporary house is located in a sought-after development in Whetstone, and boasts open-plan living space, 4 well-proportioned bedrooms and a generous garden.",4,1,51.6282148,-0.1708913,N20,65d8b7a79a6f848d8c6dbe51132da1ae
"Catalina House, Canter Way, London",2700,"One bedroom apartment to rent in Catalina House, E1 Available 10th April. A modern one-bedroom apartment available to rent on the second floor of Catalina House, part of the Goodman's Fields development (Phase Two). This brand-new apartment has been finished to a high standard, offering a styli...",1,1,51.5138463,-0.06909259999999999,E1,56da325f3acf1aaa280a670bb75ccb27
"Orbis Wharf, Bridges Court Road, Battersea, London",2150,"ZERO DEPOSIT AVAILABLE. LONG LET. Situated within reach of the amenities of Clapham Junction and Riverside walks along the Thames, a 1 bedroom 2nd floor flat with a stunning South facing Balcony, concierge services and underground Parking.",1,1,51.4687289,-0.1790659,SW11,d11a6788db52bd33058e4acf7198292c
"Banister Road, London",2500,"Located on the top floor (with lift) of City View and offering spectacular views of London is this modern and well presented two double bedroom, two bathroom apartment found in the heart of Kensal Rise. Key features include a balcony, access to a stunning communal roof terrace as well as a sec...",2,2,51.5311691,-0.2160519,W10,de0fa02166e817b483bbb19cd25c38cf
"Elmfield Road, Balham, London",3000,An amazing 4 bed / 4 bath apartment (**WITH NO LIVING ROOM**). Located just 0.3 miles away from Balham Train/Tube station. This property is offered furnished or unfurnished and is best suited for four professional sharers. Available Now!,4,4,51.4404579,-0.1512043,SW17,6d5b8abd1b056b7d87fed91f323911bf
"Elsham Road, London",3700,Short Let An impressive two bedroom two bathroom apartment conveniently located close to Kensington Olympia,2,2,51.5012438,-0.2129594,W14,2fc93d366ea66979acc296997e767af2
"Regent Court, St John's Wood",3250,KINDLY NOTE : Flat is ONLY for family rental and/OR TWO persons sharing - ideal for LBS sharers. This is a well presented spacious three double bedroom modern home in a popular residential building. This apartment is situated on the second floor of a private residential development that ...,3,2,51.5283178,-0.1679381,NW8,1ed385891bc42039612cf110bc81db13
"Lea Bridge Road, London",3995,Newly Refurbished 5 Bedroom House Available to Rent Now. HMO,5,3,51.5761851,-0.0117735,E17,582243daab8e8dfe01b37116fdf2b321
"Carnation Way, Thames City",4442,"Wonderful 2 bedroom to rent in Thames City, SW8 An amazing collection of premium residences offering a level of modern luxury which has not yet been seen in Nine Elms, all within a Zone 1 location. This contemporary 2 bedroom apartment has been thoughtfully design...",2,2,51.4822329,-0.1281904,SW8,728b0055ec89fbf53a29cc3300ab68b7
"Newark Street,, Whitechapel, London",2750,"SHORT LET. This wonderful 1 bedroom apartment features ample living space with a private patio, high ceilings and a generously sized bedroom.",1,1,51.517213,-0.058611,E1,0e87902ffcdc4197cef7c2099279133f
"Aubert Park, London",2400,"A light and bright two bedroom flat in an attractive period building. The property is in brilliant condition and benefits from a large double bedroom with built in storage, second bedroom , spacious reception with floods of natural light, separate modern fitted kitchen and modern bathroom suite. ...",2,1,51.5555477,-0.1019032,N5,9c2df7f36b150bf8bae37e739f23bf27
"Carnation Way, Thames City",7735,"An amazing 3 bedroom to rent in Thames City, SW8 CBRE is delighted to offer this spacious three bedroom apartment on Carnation Way, part of Thames City in Nine Elms. This fantastic development in Nine Elms has amazing facilities and is very close to Vauxhall.",3,1,51.4822329,-0.1281904,SW8,2ff77dfd24c5ce8b59449421f0727cd8
"Melrose Avenue, London",900,"*WOW – DOUBLE ENSUITE ROOM TO RENT NEAR WILLESDEN GREEN STATION (JUBILEE LINE)* Regal Estates presents this spacious ground-floor double ensuite room to rent, just a 10-minute walk from Willesden Green Station. This double room comes furnished with a double bed and mattress, che...",1,1,51.5530482,-0.2241304,NW2 4LH,d2372042c76188b8cd93e2509018704d
